product_title,cleaned_review,aspects,sentiments,aspect_sentiment_dict,original_review,location,date,upvotes,downvotes
realme_Buds_Wireless,very bad product battery backup is very bad,['battery backup'],['Negative'],{'battery backup': 'Negative'},Very bad product battery backup is very bad,Kota District,2 months ago,1,2
realme_Buds_Wireless,you cannot change song you hve to use mobile for that also no fast forward backward with buds,['fast'],['Negative'],{'fast': 'Negative'},"you cannot change  song, you hve to use mobile for that, also no fast forward & backward with buds.",Bharuch,"Dec, 2019",3,24
realme_Buds_Wireless,it s nice design but boss was very poor,"['design', 'boss']","['Positive', 'Negative']","{'design': 'Positive', 'boss': 'Negative'}",it's nice design but boss was very poor,Hyderabad,"Dec, 2019",1,6
realme_Buds_Wireless,super bass,['overall product'],['Neutral'],{'overall product': 'Neutral'},super bass,Villupuram,"Dec, 2019",1,6
realme_Buds_Wireless,super mario,['mario'],['Neutral'],{'mario': 'Neutral'},Super Mario,Unknown,Today,0,0
realme_Buds_Wireless,sound quality is poor,['sound quality'],['Neutral'],{'sound quality': 'Neutral'},Sound quality is poor,Unknown,Today,0,0
realme_Buds_Wireless,nice bass nice sound,"['bass', 'sound']","['Positive', 'Positive']","{'bass': 'Positive', 'sound': 'Positive'}",Nice bass nice sound,Unknown,Today,0,0
realme_Buds_Wireless,overall everything is ok i am satisfied with this product,['overall product'],['Positive'],{'overall product': 'Positive'},"overall everything is ok, i am satisfied with this product.",Unknown,Today,0,0
realme_Buds_Wireless,a good product with quality music and comfort,"['music', 'comfort']","['Positive', 'Positive']","{'music': 'Positive', 'comfort': 'Positive'}",A good product with quality music and comfort.,Unknown,Today,0,0
realme_Buds_Wireless,not good,['overall product'],['Negative'],{'overall product': 'Negative'},Not good,Unknown,Today,0,0
realme_Buds_Wireless,bast product,['overall product'],['Neutral'],{'overall product': 'Neutral'},Bast product,Unknown,Today,0,0
realme_Buds_Wireless,not working,['overall product'],['Negative'],{'overall product': 'Negative'},Not working,Unknown,Today,0,0
realme_Buds_Wireless,volume bottom not work,['volume'],['Negative'],{'volume': 'Negative'},Volume bottom not work,Unknown,Today,0,0
realme_Buds_Wireless,this product is very nice nd beautiful buds realme w item,['overall product'],['Positive'],{'overall product': 'Positive'},This product is very nice Nd beautiful buds realme w item,Unknown,Today,0,0
realme_Buds_Wireless,very good quality very impressed disine,['quality'],['Positive'],{'quality': 'Positive'},Very good quality very impressed disine,Unknown,Today,0,0
realme_Buds_Wireless,fantastic,['overall product'],['Positive'],{'overall product': 'Positive'},Fantastic,Unknown,Today,0,0
realme_Buds_Wireless,superrr sound and bass also but main problem is controlls very confused middle controllers,"['sound', 'controlls']","['Positive', 'Negative']","{'sound': 'Positive', 'controlls': 'Negative'}",Superrr sound and bass also but main problem is controlls very confused middle controllers,Unknown,Today,0,0
realme_Buds_Wireless,amazing,['overall product'],['Positive'],{'overall product': 'Positive'},Amazing,Unknown,Today,0,0
OnePlus_Bullets_Wireless_Z,first of all with mi watt charger it got full charged in mins that was amazing and hrs playtime is best at this price range i searched for a wireless earphone and bought many but finally settled with this sound quality is good but build quality is premium overall i would say it is the best earphone to go with and i guarantee you will not regret drop like if you find it useful,"['charger', 'playtime', 'sound quality', 'build quality']","['Positive', 'Positive', 'Positive', 'Positive']","{'charger': 'Positive', 'playtime': 'Positive', 'sound quality': 'Positive', 'build quality': 'Positive'}","first of all with mi 18 watt charger,it got full charged in 20mins.that was amazing and 16-18hrs playtime is best at this price range.I searched for a wireless earphone and bought many but finally settled with this.sound quality is good but build quality is premium.overall i would say it is the best earphone to go with and I guarantee you will not regret.drop like if you find it useful.",Kolkata,9 months ago,1339,160
OnePlus_Bullets_Wireless_Z,i am using this product from dayslet me share with you my experiencethis is my genuine and humble review st the delivery of flipkart is too good and then awesome packingthen comming to productthe experience of sound is really great we catch every instrumental sounds clearly and be joyful while listening and my rating is and then about bass actually i expected too about bass boost but it not reached then that just good actually but i satisfied with that and my rating is then,"['delivery', 'packingthen', 'sound', 'bass']","['Positive', 'Positive', 'Positive', 'Negative']","{'delivery': 'Positive', 'packingthen': 'Positive', 'sound': 'Positive', 'bass': 'Negative'}","I am using this product from 2 daysLet me share with you my experienceThis is my genuine and humble review 1st the delivery of flipkart is too good and then awesome packingThen comming to productThe experience of sound is really great we catch every instrumental sounds clearly and be joyful while listening and my rating is 4/5And then about bass, actually I expected too about bass boost but it not reached then that just good actually but I satisfied with that and my rating is 3/5Then ...",Nalgonda District,9 months ago,520,65
OnePlus_Bullets_Wireless_Z,long but worth reading honest review after one week just go for it dont get affected by negative reviews totally worth every penny and far ahead of its competition the battery backup is splendid sound quality is very good nothing to complain here comfortable in the ears connectivity perfect i haven t experienced any lag with normal media usage i am a student and watch video lectures at sometimes x speed and never once i faced voice lag while changing video speed just go for it ju,"['battery backup', 'sound quality', 'connectivity']","['Positive', 'Positive', 'Positive']","{'battery backup': 'Positive', 'sound quality': 'Positive', 'connectivity': 'Positive'}",LONG BUT WORTH READING.Honest review after one week. Just go for it. Dont get affected by negative reviews. Totally worth every penny and far ahead of its competition. The battery backup is splendid. Sound quality is very good nothing to complain here. Comfortable in the ears. Connectivity perfect. I haven't experienced any lag with normal media usage. I am a student and watch video lectures at sometimes 2x speed and never once I faced voice lag while changing video speed. Just go for it. Ju...,Arrah,9 months ago,1383,200
OnePlus_Bullets_Wireless_Z,writing review after using it for two days first of all its having best battery backup among other wireless headphones only drained battery aftr usage of some hrs build quality is above the mark bass wise its lil low bt its ok go for it it wont disappoint you a great thumbs up for flipkart delivery teams,"['battery backup', 'build quality', 'bass', 'delivery']","['Positive', 'Positive', 'Negative', 'Positive']","{'battery backup': 'Positive', 'build quality': 'Positive', 'bass': 'Negative', 'delivery': 'Positive'}",writing review after using it for two days ..first of all its having best battery backup among other wireless headphones.only drained 20% battery aftr usage of some 8hrs.. build quality is above the mark.. bass wise its lil low.. bt its ok .. go for it .. it wont disappoint you .. a great thumbs-up for flipkart delivery teams👍🏻👍🏻,Kollam District,10 months ago,146,21
OnePlus_Bullets_Wireless_Z,the bass provided is a decent one and the sound clarity is pretty good and all the other features are exceptional u can surely go for this one for the price range will not regeret,"['bass', 'sound clarity', 'price']","['Positive', 'Positive', 'Positive']","{'bass': 'Positive', 'sound clarity': 'Positive', 'price': 'Positive'}",The bass provided is a decent one and the sound clarity is pretty good.And all the other features are exceptional.U can surely go for this one for the price range..will not regeret.,Ernakulam District,10 months ago,941,186
OnePlus_Bullets_Wireless_Z,oneplus the best crystal clear sound treble bass are well balanced bass is developed compared to op bullets massive battery backup within minutes of charging built quality is too good which gives premium feel magnetic on off will be very much useful finally oneplus gave us the best affordable wireless earphones,"['sound treble bass', 'battery backup', 'built quality']","['Positive', 'Positive', 'Positive']","{'sound treble bass': 'Positive', 'battery backup': 'Positive', 'built quality': 'Positive'}","ONEPLUS THE BEST 🌟Crystal clear sound .Treble & Bass are well balanced.Bass is developed compared to OP Bullets 2 .Massive Battery Backup within 10-15minutes of charging.Built Quality is too good which gives premium feel .Magnetic On/Off will be very much useful .Finally , OnePlus gave us the best affordable wireless earphones 🌟 🌟 🌟 🌟 🌟",Visakhapatnam,10 months ago,112,17
OnePlus_Bullets_Wireless_Z,thanks to flipkart fot super fast delivery in our rural area got it within days super earphones using it for online pg classes comes with handy backup hrs for sound quality for bass not as high for competitor like sony or realme wireless for build qualitywill rewrite a review after a month use,"['delivery', 'sound quality', 'build qualitywill']","['Positive', 'Positive', 'Positive']","{'delivery': 'Positive', 'sound quality': 'Positive', 'build qualitywill': 'Positive'}","Thanks to flipkart fot super fast delivery in our rural area.Got it within 3 days.Super earphones using it for online pg classes,comes with handy backup hrs.5/5 for sound quality4/5 for bass(not as high,for competitor like sony310,or realme wireless)5/5 for build qualityWill rewrite a review after a month use",Rajnandgaon,10 months ago,192,36
OnePlus_Bullets_Wireless_Z,no more tangles n dangling loved it sweetest thing about this is we can do our works freely or even go washroom with music on us i would say go for it feel that energy well packed class look and of course the sound quality is greattt i admit i m a bit excited and thanks to flipkart for a quick n safe delivery,"['look', 'sound quality', 'delivery']","['Positive', 'Positive', 'Positive']","{'look': 'Positive', 'sound quality': 'Positive', 'delivery': 'Positive'}","😇No more tangles n dangling!! Loved it! Sweetest thing about this is, we can do our works FREELY or even go washroom with music on us..🤣 I would say, Go for it👉 feel that energy!Well packed, class look And of course, the sound quality is GreAttt!!🤩 (I admit I'm a bit excited)And thanks to Flipkart for a quick n safe delivery 🤗",Ernakulam District,10 months ago,789,183
OnePlus_Bullets_Wireless_Z,looking nice product i got just day delivery th i ordered th i received in this price range this product is no i got blue i gift to dear one must buy don t go other products on this price range is this best next level headset no other gives this much battery life hrs mind blowing oneplus bullet z presently i m using realme wireless buds both are best in this segment but oneplus is more battery life n extra multiple device connectivity button n latest design,"['delivery', 'battery life', 'multiple device connectivity button', 'design']","['Positive', 'Positive', 'Positive', 'Positive']","{'delivery': 'Positive', 'battery life': 'Positive', 'multiple device connectivity button': 'Positive', 'design': 'Positive'}","Looking nice product...I got just 1day delivery..11th I ordered...12th I received...in this price range this product is no1..I got blue...i gift to dear one.. must buy.. don't go other products on this price range is this best....next level headset...no other gives this much battery life 20hrs...mind blowing OnePlus bullet z.. presently I'm using realme wireless buds, both are best in this segment but OnePlus is more battery life n extra multiple device connectivity button n latest design...",Tumkur,10 months ago,896,223
OnePlus_Bullets_Wireless_Z,this one is outstanding few months before if some one ask me witch is the best value fore mony wireless earphon in the market i will definitely go for the sony jbl or realme but now it the oneplus bullet wireless z i will give you my thoughts and features of this earphon from my days of usage build quality the build quality of this earphon was good combination of good plastic materials and some fiber if you enjoy music or whatever no problems that it w,"['features', 'build quality', 'plastic materials', 'fiber']","['Positive', 'Positive', 'Positive', 'Positive']","{'features': 'Positive', 'build quality': 'Positive', 'plastic materials': 'Positive', 'fiber': 'Positive'}",THIS ONE IS OUTSTANDING...few months before if some one ask me WITCH IS THE BEST VALUE FORE MONY WIRELESS EARPHON in the market I will definitely go for the SONY....JBL...or.....REALME                But now it the oneplus BULLET WIRELESS Z I will give you my thoughts and features of this earphon from my 3 days of usage BUILD QUALITY : the build quality of this earphon was good..combination of good plastic materials and some fiber......if you enjoy music or whatever no problems that it w...,Idukki District,10 months ago,256,63
OnePlus_Bullets_Wireless_Z,by now u have seen s of review by now everything u have read is true in all but not in bass if u havnt brought and u r a base head pls look for different headset but like me if u r stuck with this there is a fix to bass simply change the ear tip to larger size it improves the bass significantly at the cost of slight discomfort it works trust me pls upvote this comment so more people can improve the bass,"['bass', 'ear tip']","['Negative', 'Positive']","{'bass': 'Negative', 'ear tip': 'Positive'}","By now u have seen 100's of review by now ... Everything u have read is true ... 5/5 in all but not in bass... If u havnt brought and u r a base head pls look for different headset but like me if u r stuck with this there is A FIX TO BASS.... SIMPLY CHANGE THE EAR TIP TO LARGER SIZE ... It improves the bass significantly at the cost of slight discomfort .... It works .. trust me Pls upvote this comment , So more people can improve the bass",Tirur,9 months ago,195,50
OnePlus_Bullets_Wireless_Z,product is superbbb really frds gaming sounds is also good pubg games sounds is clear compare two to another product it is really awesome i really love it is a genuine review i hope you are also like this product who is waiting for the games music video call it is the very very very good and also the billied quality is very good and also the battery charging is very good is take minutes time but he charges in minutes time and also the product will be used for,"['gaming sounds', 'pubg games sounds', 'billied quality', 'battery charging']","['Positive', 'Positive', 'Positive', 'Positive']","{'gaming sounds': 'Positive', 'pubg games sounds': 'Positive', 'billied quality': 'Positive', 'battery charging': 'Positive'}","Product is superbbb... Really  frds... Gaming sounds is also good .. pubg games sounds is clear... Compare two to another product .. it is really awesome.  I really love it is a genuine review .  I hope you are also like this product who is waiting for the games music ,video , call, it is the very very very good and also the billied quality is very good and also the battery charging is very good is take 10 minutes time but he charges in 10 minutes time and also the product will be used for 10...",Kaikaram,10 months ago,157,47
OnePlus_Bullets_Wireless_Z,best budget bluetooth earphones by one plus sound quality superb bass also good vry good built quality fix hours play back very fast order delivery by flipkart over all good,"['sound quality', 'bass', 'built quality', 'delivery']","['Positive', 'Positive', 'Positive', 'Positive']","{'sound quality': 'Positive', 'bass': 'Positive', 'built quality': 'Positive', 'delivery': 'Positive'}",Best budget Bluetooth earphones by one plus ....sound quality superb.....bass also good .... vry good built quality ....fix 15 hours play back ....very fast order delivery by flipkart ....over all good,Sindhanur,10 months ago,130,47
OnePlus_Bullets_Wireless_Z,i have used this with a non oneplus device so take that into consideration when reading this just want to mention that if you are not an audiophile you will never notice the difference between aac and aptx these earphones only support aac and sbc cons the bass is very much lacking the treble at higher volumes sometimes although rarely starts tearing up if you are interested in movies with a lot of explosions and bullets flying around it won t be a very immersive experience pros s,"['bass', 'treble']","['Negative', 'Negative']","{'bass': 'Negative', 'treble': 'Negative'}",I have used this with a non OnePlus device so take that into consideration when reading this. Just want to mention that if you are not an audiophile you will never notice the difference between AAC and aptx. These earphones only support AAC and SBC.Cons:The bass is very much lacking. The treble at higher volumes sometimes (although rarely) starts tearing up. If you are interested in movies with a lot of explosions and bullets flying around it won't be a very immersive experience. Pros:S...,Kolkata,9 months ago,115,44
OnePlus_Bullets_Wireless_Z,i m fan for oneplus since their first product i have bought the series of products along their launch very first product from oneplus which did not meet my expectations is oneplus bullets wireless z bluetooth headset it has no bass effect at all if you are buying for listening music and music lover better to avoid however call quality voice clarity and battery backup are at its best one of the best headset to consider for day to day usage,"['call quality voice clarity', 'battery backup']","['Positive', 'Positive']","{'call quality voice clarity': 'Positive', 'battery backup': 'Positive'}","I'm fan for Oneplus since their first product. I have bought the series of products along their launch. Very first product from oneplus which did not meet my expectations is 'oneplus bullets wireless-z bluetooth headset'. It has no BASS effect at all!!! if you are buying for listening music and music lover, better to avoid. However, call quality, voice clarity  and battery backup are at its best. One of the best headset to consider for day to day usage.",Bengaluru,9 months ago,158,214
OnePlus_Bullets_Wireless_Z,it s definitely worth but it s not a basshead earphones i ve seen some reviews saying it s got such an amount of base but in reality it s a balanced headphones adequate amount of bass nothing much more this one plus sounds good when it comes to overall sound quality it s all balanced product quality is superb at this price range you can t complainmagnetic on off is very helpful in saving battery life and convenient too you don t have to switch it off and on just detach it and it in,"['base', 'bass', 'sound quality', 'battery life']","['Negative', 'Negative', 'Positive', 'Positive']","{'base': 'Negative', 'bass': 'Negative', 'sound quality': 'Positive', 'battery life': 'Positive'}","It's definitely worth. But it's not a basshead earphones, I've seen some reviews saying it's got such an amount of base but in reality it's a balanced headphones adequate amount of bass nothing much more.This one plus sounds good when it comes to overall sound quality, it's all balanced Product quality is superb at this price range you can't complainMagnetic on/off is very helpful in saving battery life and convenient too, you don't have to switch it off and on, just detach it and it in...",Kochi,10 months ago,82,18
OnePlus_Bullets_Wireless_Z,those who are looking for good voice quality in this price range these oneplus bullets are the best you can find doesn t miss any single beat even at the lowest volume levels fast charging in minutes within minutes deffinately has a long run time and yes you do get upto hours of play time for a full charge depending on the volume level you choose to play very user friendly one can listen for long time without any issue for it u ll have to try the different,"['voice quality', 'charging', 'run time']","['Positive', 'Positive', 'Positive']","{'voice quality': 'Positive', 'charging': 'Positive', 'run time': 'Positive'}","Those who are looking for good voice quality in this price range , these OnePlus Bullets are the best you can find.• doesn't miss any single beat even at the lowest volume levels.•fast charging - 50% in 10 minutes & 100% within 25 minutes.•deffinately has a long run time and yes you do get upto 20hours of play time for a full charge (depending on the volume level you choose to play)• very user friendly. one can listen for long time without any issue, for it u'll have to try the different...",Vadodara,9 months ago,72,23
OnePlus_Bullets_Wireless_Z,i have been using this product from couple months this headset will absolutely not work for calls the reason is the build of wireless z will not get mic near our mouth however it works if you have absolute patience to hold the mic in front of your mouth for hours you talk or be in meetings this headset is only nice for listening songs compromising on bass only good thing i found is battery backup you keep charge go drink tea and come back it will do for the whole day,"['build of wireless z', 'mic', 'bass', 'battery backup']","['Negative', 'Negative', 'Negative', 'Positive']","{'build of wireless z': 'Negative', 'mic': 'Negative', 'bass': 'Negative', 'battery backup': 'Positive'}","I have been using this product from couple months. This headset will absolutely not work for calls. The reason is, the build of Wireless Z will not get mic near our mouth. However, it works if you have absolute patience to hold the mic in front of your mouth for hours you talk or be in meetings. This headset is only nice for listening songs compromising on Bass ! Only good thing I found is battery backup... You keep charge, go drink tea and come back. It will do for the whole day. ...",Unknown,7 months ago,20,8
OnePlus_Bullets_Wireless_Z,i love the build quality love the battery life low latency mode is also working perfectly while playing pubg accessories are pretty good but if i m talking about the bass bass is not as good as compare to the realme buds wireless realme buds have powerful and heavy bass compare to this except this everything is perfect if you re ok with medium bass then you should go for it you ll not regret for that also call quality is crystal clear so don t think so muc,"['build quality', 'battery life', 'bass', 'call quality']","['Positive', 'Positive', 'Negative', 'Positive']","{'build quality': 'Positive', 'battery life': 'Positive', 'bass': 'Negative', 'call quality': 'Positive'}","I love the build quality.... Love the battery life... Low latency mode is also working perfectly while playing PUBG ... Accessories are pretty good....But if I'm talking about the bass... Bass is not as good as compare to the realme buds wireless... Realme buds have powerful and heavy bass compare to this...Except this, everything is perfect...If you're ok with medium bass then you should go for it... you'll not regret for that...Also call quality is crystal clear... So don't think so muc...",Dungarpur District,10 months ago,20,3
OnePlus_Bullets_Wireless_Z,this works great with oneplus where you have audio tune option there you can customise to the appropriate bass out of the box it has medium bass but when you turn on aac and audio tune it to your requirements it s sounds great and highly recommended of your phone has audio tune option you won t regret it all those unboxing videos on the internet are all false it has sexy bass,"['audio', 'bass']","['Neutral', 'Neutral']","{'audio': 'Neutral', 'bass': 'Neutral'}","This works great with OnePlus 6 where you have audio tune option , there you can customise to the appropriate bass,Out of the box it has medium bass but when you turn on AAC and audio tune it to your requirements it's sounds great and highly recommended of your phone has audio tune option you won't regret it. All those unboxing  videos on the internet are all false it has sexy bass.",Bagalkot,9 months ago,43,4
OnePlus_Bullets_Wireless_Z,best in class i am using this with my iphone no connectivity issues sound quality is good with balanced bass n treble soft bass overall a very good product in this price range,"['iphone', 'quality']","['Positive', 'Positive']","{'iphone': 'Positive', 'quality': 'Positive'}",Best in class !! I am using this with my iphone 7 (no connectivity issues)Sound quality is good with balanced bass n treble(Soft Bass) Overall A very good product in this price range!,Belgaum,10 months ago,66,19
OnePlus_Bullets_Wireless_Z,everything think is good but bass is low but after updating my oneplus device the wireless z earphone sounds better than priviousbecause it s got support of dolby atmos soundsover all best for oneplus device s,['bass'],['Negative'],{'bass': 'Negative'},Everything think is good but bass is low But after updating my OnePlus device The wireless z  earphone sounds better than priviousBecause it's got support Of Dolby Atmos soundsOver all best for OnePlus device s,Hyderabad,9 months ago,61,20
OnePlus_Bullets_Wireless_Z,best in this price range used others from sony jbl noise saw youtubers saying this has low bass no not at all sounds incredible on my asus z little tuning in the audiowizard and these sound like expensive studio quality headphones pros great sound qualitytop notch build qualitythumping bass low frequency bass response is goodgood battery backup with quick chargecons low latency mode only works with one plus phones thanq one plus for this fantastic product,"['bass', 'sound qualitytop', 'build qualitythumping', 'battery backup']","['Negative', 'Positive', 'Positive', 'Negative']","{'bass': 'Negative', 'sound qualitytop': 'Positive', 'build qualitythumping': 'Positive', 'battery backup': 'Negative'}","Best in this price range..( used others from sony,jbl,noise)Saw youtubers saying this has low bass...No.not at all..Sounds incredible on my asus 6z.little tuning in the audiowizard and these sound like expensive studio quality headphones.Pros:Great sound qualityTop notch build qualityThumping bass..low frequency bass response is goodGood battery backup with quick chargeCons:Low Latency mode only works with one plus phones Thanq #ONE PLUS for this fantastic product.",Visakhapatnam,10 months ago,55,6
OnePlus_Bullets_Wireless_Z,when i am starting for use i am facing much more problems on off issue not connect fast sometime sensor not working properly sound quality good but not excellent and battery capacity is max hour i am not happy with us,"['sensor', 'sound quality', 'battery capacity']","['Negative', 'Neutral', 'Negative']","{'sensor': 'Negative', 'sound quality': 'Neutral', 'battery capacity': 'Negative'}","When I am starting for use..I  am facing much more problems,,1 , on, off issue... not connect fast sometime  sensor not working properly,,.. sound quality good but not excellent, .. And battery capacity is max 8 hour ..🙏🙏🙏 i am not happy with us...",Jalna,9 months ago,27,85
OnePlus_Bullets_Wireless_Z,pros magnetic switch is fabulous switch over time is three seconds actually fantastic battery is unmatchable hours literally far ahead than its competitors neckband automatically switches off when not in use build quality is good with an attractive oneplus engraving calling quality is excellent no disturbance on the other side of call good bluetooth range cons should have provided with a case to compete with sony wi series vibration was needed,"['magnetic switch', 'battery', 'build quality', 'quality', 'bluetooth range', 'vibration']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive', 'Negative']","{'magnetic switch': 'Positive', 'battery': 'Positive', 'build quality': 'Positive', 'quality': 'Positive', 'bluetooth range': 'Positive', 'vibration': 'Negative'}","Pros:1. Magnetic switch is fabulous. Switch over time is three seconds actually.. fantastic.2. Battery is unmatchable. 20, hours literally.. far ahead than its competitors.3. Neckband automatically switches off when not in use.. 4 Build quality is good with an attractive OnePlus engraving.5. Calling quality is excellent. No disturbance on the other side of call. 6. Good bluetooth range.Cons1. Should have provided with a case.2. To compete with Sony WI series, vibration was needed....",Ichalkaranji,10 months ago,31,5
OnePlus_Bullets_Wireless_Z,writing review after days usage battery backup is really nice am using redmi fast charger it s fully charged within min sound quality is really awesome decent bass if you need heavy bass it s not your option i really like this,"['battery backup', 'sound quality', 'bass']","['Positive', 'Positive', 'Positive']","{'battery backup': 'Positive', 'sound quality': 'Positive', 'bass': 'Positive'}",Writing review after 3 days usage.... battery backup is really nice......am using redmi fast charger it's fully charged within 10min..... sound quality is really awesome..... decent bass....if you need heavy bass it's not your option....I really like this....,Kollam District,10 months ago,41,5
OnePlus_Bullets_Wireless_Z,really great earphones very comfortable and very easy to use if u love high bass then this are not for u other then that this are pretty good if u wanna buy them just do it i totally recommend this,"['earphones', 'use']","['Positive', 'Positive']","{'earphones': 'Positive', 'use': 'Positive'}",Really great earphones.. very comfortable and very easy to use. If u love high bass then this are not for u other then that this are pretty good if u wanna buy them just do it. I totally recommend this,Indore,9 months ago,17,0
OnePlus_Bullets_Wireless_Z,excellent sound and great battery backup awesome design i am happy with one plus,"['sound', 'battery backup', 'design']","['Positive', 'Positive', 'Positive']","{'sound': 'Positive', 'battery backup': 'Positive', 'design': 'Positive'}",Excellent sound and great battery backup 💓 awesome design...I am happy with ONE PLUS 👍👍👍,Ferozepur Jhirka,8 months ago,10,0
OnePlus_Bullets_Wireless_Z,best wireless earphones at k price range hands down the best call quality build quality so light that you won t even realise it is there great warranty wonderful features and god that battery and charging is magic also the music experience is pretty good yes the base could be better but nothing at all that you can notice don t think for a second i did a lot of research before buying and it is worth it,"['call quality build quality', 'warranty', 'features', 'battery', 'charging', 'music experience', 'base']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive', 'Positive', 'Negative']","{'call quality build quality': 'Positive', 'warranty': 'Positive', 'features': 'Positive', 'battery': 'Positive', 'charging': 'Positive', 'music experience': 'Positive', 'base': 'Negative'}","Best wireless earphones at 2k price range! Hands down, the best call quality, build quality (so light that you won't even realise it is there), great warranty, wonderful features and God, that battery and charging is magic. Also, the music experience is pretty good, yes, the base could be better, but nothing at all that you can notice. Don't think for a second, I did a lot of research before buying and it is worth it!",Bengaluru,9 months ago,14,2
OnePlus_Bullets_Wireless_Z,i use it last days everyday use h according to price i give every beat is clear if you music lover you feel it base deep bass if you true bass lover otherwise it s very good for long time use in a day lyrics are very clear battery battery design build comfortable no pain if you use long timegood for bike riding mic very powerful it s catches whole sounds near u,"['battery battery design build', 'mic']","['Positive', 'Negative']","{'battery battery design build': 'Positive', 'mic': 'Negative'}","I use it last 10 days & everyday use 7_8h 😂👇👇👇According to price...i give 10/10Every beat is clear, if you music lover, you feel it. 10/10Base 10/10Deep bass 10/9 (if you true bass lover otherwise it's very good for long time use in a day)Lyrics are very clear Battery 10/10 ( 18_19 battery)Design & build 10/10  comfortable, no pain if you use long timeGood for bike riding.Mic very Powerful it's catches whole sounds near u.",Sikar,9 months ago,10,1
OnePlus_Bullets_Wireless_Z,build quality could have been a bit better bass is gud though i don t know why people are complaining battery is life is phenomenal you will get tired of listening mic quality is great magnetic connection is strong compared to realme buds looks are great and flexibility is there for protecting it from accidental stretches moreover its splash resistant i have been using realme buds since it s launch compared to realme buds bass is just or points low out of,"['build quality', 'bass', 'battery', 'mic quality', 'magnetic connection', 'looks', 'flexibility', 'splash resistant']","['Negative', 'Positive', 'Positive', 'Positive', 'Positive', 'Positive', 'Positive', 'Positive']","{'build quality': 'Negative', 'bass': 'Positive', 'battery': 'Positive', 'mic quality': 'Positive', 'magnetic connection': 'Positive', 'looks': 'Positive', 'flexibility': 'Positive', 'splash resistant': 'Positive'}","1.Build quality could have been a bit better..2.Bass is gud though i don't know why people are complaining..3.Battery is life is phenomenal you will get tired of listening..3.Mic quality is great..4.Magnetic connection is strong compared to realme buds..5.looks are great and flexibility is there for protecting it from accidental stretches.6.moreover its splash resistant.7.I have been using realme buds since it's launch, Compared to realme buds bass is just 1 or 1.5 points low out of 5....",Kolar District,9 months ago,11,1
OnePlus_Bullets_Wireless_Z,excellent product by one plus and best earphone from all brands in this range sound quality is awesome bass is good not average best things this earphone is battery backup i get day batter approx hour backup,"['sound quality', 'bass', 'battery backup']","['Positive', 'Positive', 'Positive']","{'sound quality': 'Positive', 'bass': 'Positive', 'battery backup': 'Positive'}",Excellent product by one plus .....and best earphone from all brands in this range .......sound quality is awesome....  ...bass is good .....not average......best things this earphone is battery backup .....I get 2 day batter.....approx 19 hour backup ......,Deoria,7 months ago,7,0
OnePlus_Bullets_Wireless_Z,pros long lasting battery life about hours full charge in minutes excellent balanced sound quick switching between my phone and laptop cons bass is moderate magnetic control only pause the audio but can t play while separating the buds in my redmi note pro,"['battery life', 'balanced sound', 'bass', 'magnetic control']","['Positive', 'Positive', 'Negative', 'Negative']","{'battery life': 'Positive', 'balanced sound': 'Positive', 'bass': 'Negative', 'magnetic control': 'Negative'}","PROS : 1. Long lasting battery life (About 18 hours)            2. Full charge in 30 minutes.             3. Excellent balanced sound.             4. Quick Switching between my phone and laptop CONS : 1. Bass is moderate.            2. Magnetic control only pause the audio, but can't play while separating the buds in my Redmi NOTE 7 Pro.",Jorhat District,8 months ago,6,0
OnePlus_Bullets_Wireless_Z,the bass is decent one audio clarity is just asowem im using this while running and i will suggest that to use right ear tips for perfect fitting battery is outstanding,"['bass', 'audio clarity', 'fitting battery']","['Positive', 'Positive', 'Positive']","{'bass': 'Positive', 'audio clarity': 'Positive', 'fitting battery': 'Positive'}",The bass is decent one audio clarity is just asowem .Im using this while running and i will suggest that to use right ear tips for perfect fitting .Battery is outstanding 😍,Bhubaneswar,9 months ago,19,4
OnePlus_Bullets_Wireless_Z,i heared in you tube review that bass is low but trust me amazing bass amazing sound the call quality is astoundingly great,"['bass', 'sound', 'quality']","['Negative', 'Positive', 'Positive']","{'bass': 'Negative', 'sound': 'Positive', 'quality': 'Positive'}",I heared in you tube review that bass is low.But trust me amazing bass amazing sound.The call quality is astoundingly great.,Hanumangarh,9 months ago,6,0
OnePlus_Bullets_Wireless_Z,osm blutooth earphone by one plus ultra low latency mode works on my redmi k pro it s good option for pubg lover and base is not so good but definitely base is present in these earphone according to price its good,"['base', 'price']","['Negative', 'Positive']","{'base': 'Negative', 'price': 'Positive'}",Osm blutooth earphone by one plus ultra low latency mode works on my redmi k20pro it's good option for pubg lover and base is not so good but definitely base is present in these earphone according to price its good,Nagod,9 months ago,15,2
OnePlus_Bullets_Wireless_Z,great product very much useful for us it has all the best like sound quality battery back up buid quality fitting in the i recommend it for buy everyperson who s like wireless headphones,"['sound quality battery back up', 'fitting']","['Positive', 'Positive']","{'sound quality battery back up': 'Positive', 'fitting': 'Positive'}","Great product Very much useful for us. It has all the best... Like sound quality, battery back up, buid quality, fitting in the 👂.. I recommend it for buy everyperson who's like wireless headphones...",Bhuj,6 months ago,9,1
